volcano_number,volcano_name,primary_volcano_type,last_eruption_year,country,region,subregion,latitude,longitude,elevation,population_within_5_km,population_within_10_km,population_within_30_km,population_within_100_km
312170,Katmai,Stratovolcano,1912,United States,Alaska,Alaska Peninsula,58.28,-154.963,2047,0,0,0,128
223003,Katwe-Kikorongo,Tuff cone(s),Unknown,Uganda,Africa and Red Sea,Africa (central),-0.08,29.92,1067,446218,446218,578503,6241035
214020,Kazbek,Stratovolcano,-750,Georgia,Mediterranean and Western Asia,Western Asia,42.7,44.5,5050,0,9,7693,1749897
300500,Kebeney,Shield,Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.1,159.93,1527,0,0,218,6315
300410,Kekurny,Shield(s),Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.4,158.85,1377,0,6,46,6020
264140,Kelimutu,Complex,1968,Indonesia,Indonesia,Lesser Sunda Islands,-8.77,121.82,1639,746,9896,118605,606946
300041,Kell,Stratovolcano(es),Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.65,157.35,900,0,12,166,3586
305020,Keluo Group,Pyroclastic cone(s),Unknown,China,Kamchatka and Mainland Asia,China (eastern),49.37,125.92,670,20323,20323,72863,994984
263280,Kelut,Stratovolcano,2014,Indonesia,Indonesia,Java,-7.93,112.308,1731,279,50901,2087876,24999627
263110,Kendang,Stratovolcano,Unknown,Indonesia,Indonesia,Java,-7.245,107.709,2594,7758,89790,2601697,21174023
234020,Kerguelen Islands,Stratovolcano(es),Unknown,France,Middle East and Indian Ocean,Indian Ocean (southern),-49.58,69.5,1840,0,0,0,0
261170,Kerinci,Stratovolcano,2020,Indonesia,Indonesia,Sumatra,-1.697,101.264,3800,304,33878,264107,1437454
290200,Ketoi,Stratovolcano,1960,Russia,Kuril Islands,Kuril Islands,47.35,152.475,1172,1,10,11,90
303020,Khanuy Gol,Volcanic field,Unknown,Mongolia,Kamchatka and Mainland Asia,Mongolia,48.67,102.75,1886,6120,6120,6120,66243
290300,Kharimkotan,Stratovolcano,1933,Russia,Kuril Islands,Kuril Islands,49.12,154.508,1145,2,2,4,22
231060,"Khaybar, Harrat",Volcanic field,650,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),25,39.92,2093,13619,13619,13619,1415732
300053,Khodutka,Stratovolcano(es),-300,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.062,157.711,2039,0,0,187,3525
360160,Kick 'em Jenny,Submarine,2017,Grenada,West Indies,West Indies,12.3,-61.64,-185,0,4687,72786,104256
282060,Kikai,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,30.793,130.305,704,152,152,152,1002905
300180,Kikhpinych,Stratovolcano(es),1550,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.489,160.251,1506,0,29,687,4322
332010,Kilauea,Shield,2018,United States,Hawaii and Pacific Ocean,Hawaiian Islands,19.421,-155.287,1222,3122,3122,8495,169550
282090,Kirishimayama,Shield,2018,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.934,130.862,1700,647,8415,407050,3972044
231071,"Kishb, Harrat",Volcanic field,Unknown,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),22.8,41.38,1475,8028,8028,8028,25048
284061,Kita-Bayonnaise,Submarine,Unknown,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",32.1,139.85,-360,0,0,0,232
284110,Kita-Ioto,Stratovolcano,1945,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",25.424,141.284,792,158,162,162,1210
266120,Klabat,Stratovolcano,Unknown,Indonesia,Indonesia,Sulawesi,1.454,125.031,1968,1352,39935,822740,1326026
300260,Klyuchevskoy,Stratovolcano,2020,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.056,160.642,4754,0,0,292,12406
290120,Kolokol Group,Stratovolcano,1973,Russia,Kuril Islands,Kuril Islands,46.042,150.083,1328,2,2,128,375
221200,Kone,Caldera(s),1820,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.788,39.701,1380,7289,27271,255387,4245801
221320,Korath Range,Tuff cone(s),Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,5.1,35.88,912,24549,24549,48969,270726
222054,Korosi,Shield,Unknown,Kenya,Africa and Red Sea,Africa (eastern),0.77,36.12,1446,1256,9641,85474,2051312
311161,Korovin,Stratovolcano(es),2007,United States,Alaska,Aleutian Islands,52.381,-174.166,1518,0,0,205,205
300020,Koshelev,Stratovolcano,1690,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.356,156.753,1822,0,2,855,4390
300122,Kostakan,Pyroclastic cone(s),1350,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.83,158.05,1150,13,13,1352,232577
225021,"Koussi, Emi",Pyroclastic shield,Unknown,Chad,Africa and Red Sea,Africa (northern),19.8,18.53,3415,0,8,26,1616
284030,Kozushima,Lava dome(s),838,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.219,139.153,572,2406,2406,5716,442731
373080,Krafla,Caldera,1984,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),65.715,-16.728,800,384,384,1258,25667
262000,Krakatau,Caldera,2020,Indonesia,Indonesia,Krakatau,-6.102,105.423,155,7177,7177,8027,6326159
300190,Krasheninnikov,Caldera,1550,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.596,160.27,1816,308,308,814,4674
252070,Krummel-Garbuna-Welcker,Stratovolcano(es),2008,Papua New Guinea,Melanesia and Australia,New Britain,-5.416,150.027,564,91,8207,58235,143455
371030,Krysuvik,Crater rows,1340,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),63.883,-22.083,360,29070,29070,164484,195915
300050,Ksudach,Stratovolcano,1907,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.844,157.572,1079,0,0,244,3850
282050,Kuchinoerabujima,Stratovolcano(es),2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,30.443,130.217,657,1544,1698,5348,149518
282043,Kuchinoshima,Stratovolcano(es),1190,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,29.968,129.926,628,93,101,291,11002
282120,Kujusan,Stratovolcano(es),1996,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,33.086,131.249,1791,1667,11771,181541,7815706
213000,Kula,Pyroclastic cone(s),Unknown,Turkey,Mediterranean and Western Asia,Turkey,38.58,28.52,750,66866,66866,187845,2655406
304030,Kunlun Volcanic Group,Pyroclastic cone(s),1951,China,Kamchatka and Mainland Asia,China (western),35.52,80.2,5808,1253,1253,3212,22621
283210,Kurikomayama,Stratovolcano,1950,Japan,"Japan, Taiwan, Marianas",Honshu,38.961,140.788,1627,226,1081,104165,4615592
300023,Kurile Lake,Caldera,-6440,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.45,157.12,81,23,23,397,4078
283120,Kusatsu-Shiranesan,Stratovolcano(es),2018,Japan,"Japan, Taiwan, Marianas",Honshu,36.618,138.528,2165,4485,14296,434049,5947593
285080,Kussharo,Caldera,1320,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.615,144.427,574,8331,8331,26476,680109
285034,Kuttara,Stratovolcano(es),1820,Japan,"Japan, Taiwan, Marianas",Hokkaido,42.491,141.16,549,10198,34015,220509,3371955
225040,Kutum Volcanic Field,Pyroclastic cone(s),Unknown,Sudan,Africa and Red Sea,Africa (northern),14.57,25.85,1779,30569,30569,30569,194797
257070,Kuwae,Caldera,1974,Vanuatu,Melanesia and Australia,Vanuatu,-16.829,168.536,-2,2836,2836,5725,48609
373050,Kverkfjoll,Stratovolcano,1968,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),64.653,-16.647,1930,0,0,0,2901
222170,Kyejo,Stratovolcano,1800,Tanzania,Africa and Red Sea,Africa (eastern),-9.229,33.792,2176,2259,38428,378511,2263665
383010,La Palma,Stratovolcano(es),1971,Spain,Atlantic Ocean,Canary Islands,28.57,-17.83,2426,442,18506,55922,85416
273080,Laguna Caldera,Caldera,Unknown,Philippines,Philippines and SE Asia,Luzon,14.42,121.27,743,625567,625567,7073814,26270664
344133,"Lajas, Las",Shield,Unknown,Nicaragua,México and Central America,Nicaragua,12.3,-85.73,926,1901,11384,130109,3304910
263320,Lamongan,Stratovolcano,1898,Indonesia,Indonesia,Java,-7.981,113.341,1641,6588,66387,2193829,15322387
252010,Langila,Complex,2018,Papua New Guinea,Melanesia and Australia,New Britain,-5.525,148.42,1330,213,3653,11641,45698
371080,Langjokull,Subglacial,950,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),64.85,-19.7,1100,0,0,5,11973
357122,Lanin,Stratovolcano,560,Chile-Argentina,South America,Central Chile and Argentina,-39.637,-71.502,3776,13,352,3007,202987
383060,Lanzarote,Fissure vent(s),1824,Spain,Atlantic Ocean,Canary Islands,29.03,-13.63,670,19033,80515,164123,225373
355100,Lascar,Stratovolcano(es),2017,Chile,South America,"Northern Chile, Bolivia and Argentina",-23.37,-67.73,5592,0,70,570,8119
323080,Lassen Volcanic Center,Stratovolcano,1917,United States,Canada and Western USA,USA (California),40.492,-121.508,3187,0,9,2340,439135
263260,Lawu,Stratovolcano,1885,Indonesia,Indonesia,Java,-7.625,111.192,3265,2171,68175,2344575,24931156
222120,"Lengai, Ol Doinyo",Stratovolcano,2020,Tanzania,Africa and Red Sea,Africa (eastern),-2.764,35.914,2962,186,1855,18074,545305
271031,Leonard Range,Stratovolcano,120,Philippines,Philippines and SE Asia,Mindanao,7.382,126.047,1080,908,3682,451047,4321874
264200,Leroboleng,Complex,2003,Indonesia,Indonesia,Lesser Sunda Islands,-8.365,122.833,1095,9164,26794,358627,896194
300530,Leutongey,Shield,Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.306,159.827,1318,0,0,73,3497
320050,Level Mountain,Shield,Unknown,Canada,Canada and Western USA,Canada,58.42,-131.35,2190,0,0,0,636
264180,Lewotobi,Stratovolcano(es),2003,Indonesia,Indonesia,Lesser Sunda Islands,-8.542,122.775,1703,18686,59084,284976,906184
360030,Liamuiga,Stratovolcano,160,Saint Kitts and Nevis,West Indies,West Indies,17.37,-62.8,1156,2009,7285,35138,141136
355092,Licancabur,Stratovolcano,Unknown,Chile-Bolivia,South America,"Northern Chile, Bolivia and Argentina",-22.83,-67.88,5916,10,86,1650,12389
352081,Licto,Pyroclastic cone(s),Unknown,Ecuador,South America,Ecuador,-1.78,-78.613,3336,250144,250144,333276,1806438
254010,Lihir,Compound,Unknown,Papua New Guinea,Melanesia and Australia,New Ireland,-3.125,152.642,700,959,2592,3562,32340
211042,Lipari,Stratovolcano(es),1230,Italy,Mediterranean and Western Asia,Italy,38.49,14.933,590,26049,28925,36059,1564043
370030,Ljosufjoll,Fissure vent(s),960,Iceland,Iceland and Arctic Ocean,Iceland (western),64.9,-22.483,1063,713,713,1511,192797
357110,Llaima,Stratovolcano,2009,Chile,South America,Central Chile and Argentina,-38.692,-71.729,3125,86,811,18568,630458
266100,Lokon-Empung,Stratovolcano(es),2015,Indonesia,Indonesia,Sulawesi,1.358,124.792,1580,12183,75684,942160,1583346
252071,Lolo,Stratovolcano,Unknown,Papua New Guinea,Melanesia and Australia,New Britain,-5.466,150.509,796,5176,13925,35526,144334
252130,Lolobau,Caldera,1912,Papua New Guinea,Melanesia and Australia,New Britain,-4.92,151.158,858,7243,7243,9659,62340
255030,Loloru,Pyroclastic shield,-1050,Papua New Guinea,Melanesia and Australia,Bougainville and Solomon Islands,-6.52,155.62,1887,1,173,26075,97088
251050,Long Island,Complex,1993,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,-5.358,147.12,1280,172,2023,4017,78803
305050,Longgang Group,Pyroclastic cone(s),350,China,Kamchatka and Mainland Asia,China (eastern),42.33,126.5,1000,34708,34708,197016,4407575
357100,Lonquimay,Stratovolcano,1990,Chile,South America,Central Chile and Argentina,-38.379,-71.586,2832,96,540,13635,504320
261111,Lubukraya,Stratovolcano,Unknown,Indonesia,Indonesia,Sumatra,1.478,99.209,1862,349,6931,445954,2208734
231040,"Lunayyir, Harrat",Volcanic field,1000,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),25.17,37.75,1370,234,234,234,61662
275020,Ly Son Group,Volcanic field,Unknown,Vietnam,Philippines and SE Asia,Southeast Asia,15.38,109.12,157,700,700,29181,2303467
242021,Macauley,Caldera,-4360,New Zealand,New Zealand to Fiji,Kermadec Islands,-30.21,-178.475,238,0,0,0,0
382120,Madeira,Shield,-4500,Portugal,Atlantic Ocean,Azores,32.73,-16.97,1862,209816,209816,215730,220977
272070,Mahagnao,Stratovolcano,Unknown,Philippines,Philippines and SE Asia,Central Philippines,10.882,124.888,860,11,4338,66949,827590
266110,Mahawu,Stratovolcano,1977,Indonesia,Indonesia,Sulawesi,1.352,124.865,1299,18618,111852,878193,1503109
357021,Maipo,Caldera,1912,Chile-Argentina,South America,Central Chile and Argentina,-34.164,-69.832,5323,3916,3916,8221,1684481
311310,Makushin,Stratovolcano,1995,United States,Alaska,Aleutian Islands,53.891,-166.923,1800,0,0,3437,3850
300140,Maly Semyachik,Caldera,1952,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.135,159.674,1527,98,98,497,10182
323150,Mammoth Mountain,Lava dome(s),1260,United States,Canada and Western USA,USA (California),37.631,-119.032,3369,2220,6242,7745,77851
253021,Managlase Plateau,Volcanic field,Unknown,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.08,148.33,1342,5732,5732,14700,145917
251020,Manam,Stratovolcano,2020,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,-4.08,145.037,1807,1106,2553,24364,180402
221115,Manda Hararo,Shield(s),2009,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,12.17,40.82,600,191,857,7455,419204
221122,Manda-Inakir,Fissure vent(s),1928,Ethiopia-Djibouti,Africa and Red Sea,Africa (northeastern) and Red Sea,12.38,42.2,600,116,1130,15991,223924
272030,Mandalagan,Complex,Unknown,Philippines,Philippines and SE Asia,Central Philippines,10.65,123.25,1885,563,6491,765974,9390672
225006,Manzaz Volcanic Field,Pyroclastic cone(s),Unknown,Algeria,Africa and Red Sea,Africa (northern),23.92,5.83,1672,1196,1196,1326,5278
261140,Marapi,Complex,2018,Indonesia,Indonesia,Sumatra,-0.38,100.474,2885,706,57453,818039,4059773
357092,"Mariñaqui, Laguna",Pyroclastic cone(s),Unknown,Chile,South America,Central Chile and Argentina,-38.255,-71.167,2108,95,314,4640,85612
234070,Marion Island,Shield(s),2004,South Africa,Middle East and Indian Ocean,Indian Ocean (southern),-46.9,37.75,1230,0,0,0,0
273081,Mariveles,Stratovolcano,-2050,Philippines,Philippines and SE Asia,Luzon,14.527,120.482,1388,903,48079,455154,25981912
327040,Markagunt Plateau,Volcanic field,1050,United States,Canada and Western USA,USA (Utah),37.58,-112.67,2840,970,970,1887,186184
241061,Maroa,Caldera(s),180,New Zealand,New Zealand to Fiji,New Zealand,-38.42,176.08,897,117,532,27958,475588
225030,"Marra, Jebel",Volcanic field,-2000,Sudan,Africa and Red Sea,Africa (northern),12.95,24.27,3042,638,8692,120061,983802
222021,Marsabit,Shield,Unknown,Kenya,Africa and Red Sea,Africa (eastern),2.32,37.97,1707,16804,22677,49742,111322
312140,Martin,Stratovolcano,1953,United States,Alaska,Alaska Peninsula,58.172,-155.361,1863,0,0,0,914
285061,Maruyama,Stratovolcano(es),1898,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.418,143.031,2013,0,6,3682,1260920
344100,Masaya,Caldera,2020,Nicaragua,México and Central America,Nicaragua,11.985,-86.165,594,989888,989888,1914707,2926954
341031,Mascota Volcanic Field,Pyroclastic cone(s),Unknown,Mexico,México and Central America,Mexico,20.62,-104.83,2560,16293,16293,31760,1083467
285081,Mashu,Caldera,1080,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.572,144.561,857,9794,9794,25627,632919
258010,Matthew Island,Stratovolcano,1956,France,Melanesia and Australia,Pacific Ocean (southwestern),-22.33,171.32,177,1,1,1,1
271020,Matutum,Stratovolcano,1290,Philippines,Philippines and SE Asia,Mindanao,6.37,125.07,2286,855,10431,822372,5316209
357061,"Maule, Laguna del",Caldera,-50,Chile,South America,Central Chile and Argentina,-36.058,-70.492,2162,1045,1045,1521,169334
332030,Mauna Kea,Shield,-2460,United States,Hawaii and Pacific Ocean,Hawaiian Islands,19.82,-155.47,4205,126,126,9950,166888
332020,Mauna Loa,Shield,1984,United States,Hawaii and Pacific Ocean,Hawaiian Islands,19.475,-155.608,4170,45,45,1906,175315
241021,Mayor Island,Shield,-5060,New Zealand,New Zealand to Fiji,New Zealand,-37.28,176.25,355,105,105,141,355290
320180,Meager,Complex,-410,Canada,Canada and Western USA,Canada,50.63,-123.5,2680,1,111,307,17662
323020,Medicine Lake,Shield,1060,United States,Canada and Western USA,USA (California),41.611,-121.554,2412,0,0,254,120685
221330,Mega Basalt Field,Pyroclastic cone(s),Unknown,Ethiopia-Kenya,Africa and Red Sea,Africa (northeastern) and Red Sea,4.063,37.488,1111,2815,2815,7605,119999
283262,Megata,Maar(s),-2050,Japan,"Japan, Taiwan, Marianas",Honshu,39.95,139.73,291,1854,3577,81218,1205440
225050,Meidob Volcanic Field,Pyroclastic cone(s),-2950,Sudan,Africa and Red Sea,Africa (northern),15.32,26.47,2000,5140,5140,5140,24193
390015,Melbourne,Stratovolcano,1892,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-74.35,164.7,2732,0,0,0,0
263250,Merapi,Stratovolcano,2020,Indonesia,Indonesia,Java,-7.54,110.446,2910,49205,185849,4348473,24728414
263240,Merbabu,Stratovolcano,1797,Indonesia,Indonesia,Java,-7.454,110.44,3118,19996,249747,3019783,25096234
222160,Meru,Stratovolcano,1910,Tanzania,Africa and Red Sea,Africa (eastern),-3.25,36.75,4565,0,2506,828942,2375631
212020,Methana,Lava dome(s),-258,Greece,Mediterranean and Western Asia,Greece,37.615,23.336,760,152,1683,48917,4220783
358040,Michinmahuida,Stratovolcano,1835,Chile,South America,Southern Chile and Argentina,-42.799,-72.445,2452,0,9,7989,64498
341060,Michoacan-Guanajuato,Pyroclastic cone(s),1952,Mexico,México and Central America,Mexico,19.85,-101.75,3860,5783287,5783287,5783287,5783287
283080,Midagahara,Stratovolcano,1839,Japan,"Japan, Taiwan, Marianas",Honshu,36.571,137.59,2621,401,521,143935,4455560
284041,Mikurajima,Stratovolcano,-4100,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",33.874,139.602,851,293,293,4551,25466
320120,Milbanke Sound Group,Pyroclastic cone(s),Unknown,Canada,Canada and Western USA,Canada,52.5,-128.73,335,574,574,574,2792
290161,Milna,Stratovolcano,1914,Russia,Kuril Islands,Kuril Islands,46.815,151.786,1504,43,47,49,188
212030,Milos,Stratovolcano(es),140,Greece,Mediterranean and Western Asia,Greece,36.699,24.439,751,6688,7389,9851,73100
284131,Minami-Hiyoshi,Submarine,1975,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",23.5,141.935,-107,0,0,0,26
345030,Miravalles,Stratovolcano,1946,Costa Rica,México and Central America,Costa Rica,10.748,-85.153,2028,79,7492,61875,757945
284040,Miyakejima,Stratovolcano,2010,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.094,139.526,775,1848,3189,3474,95663
357130,Mocho-Choshuenco,Stratovolcano(es),1937,Chile,South America,Central Chile and Argentina,-39.927,-72.027,2422,81,789,16633,401631
311111,Moffett,Stratovolcano,-1600,United States,Alaska,Aleutian Islands,51.944,-176.747,1196,0,0,0,0
352005,Mojanda,Stratovolcano(es),Unknown,Ecuador,South America,Ecuador,0.13,-78.27,4263,173,15510,480382,3071030
344110,Mombacho,Stratovolcano,Unknown,Nicaragua,México and Central America,Nicaragua,11.826,-85.968,1344,656,56671,621451,2709304
344090,Momotombo,Stratovolcano,2016,Nicaragua,México and Central America,Nicaragua,12.423,-86.539,1270,100,1851,98583,3569021
323110,Mono Lake Volcanic Field,Pyroclastic cone(s),1790,United States,Canada and Western USA,USA (California),38,-119.03,2121,1066,1066,1491,65028
323120,Mono-Inyo Craters,Lava dome(s),1380,United States,Canada and Western USA,USA (California),37.804,-119.029,2796,558,7393,9048,82160
390081,Montagu Island,Shield,2007,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,-58.445,-26.374,1370,0,0,0,0
390017,Morning,Shield,Unknown,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-78.5,163.53,2723,0,0,0,0
257001,Motlav,Stratovolcano,Unknown,Vanuatu,Melanesia and Australia,Vanuatu,-13.67,167.67,411,251,292,3768,7490
290100,Moyorodake [Medvezhia],Stratovolcano,1999,Japan - administered by Russia,Kuril Islands,Kuril Islands,45.389,148.838,1124,11,42,600,4333
342130,Moyuta,Stratovolcano,Unknown,Guatemala,México and Central America,Guatemala,14.03,-90.1,1662,3457,15469,394687,7064437
223060,Muhavura,Stratovolcano,Unknown,Uganda-Rwanda,Africa and Red Sea,Africa (central),-1.383,29.678,4103,10680,197162,1189226,10833809
252021,Mundua,Complex,Unknown,Papua New Guinea,Melanesia and Australia,New Britain,-4.624,149.339,171,489,501,6406,9419
263251,Muria,Stratovolcano,-160,Indonesia,Indonesia,Java,-6.62,110.88,1625,212,7653,1587867,13061031
300060,Mutnovsky,Complex,2000,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.449,158.196,2288,0,0,97,250858
284070,Myojinsho,Submarine,1970,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",31.888,139.918,11,0,0,0,242
283100,Myokosan,Stratovolcano,-750,Japan,"Japan, Taiwan, Marianas",Honshu,36.891,138.114,2454,1563,11033,561142,4118863
245030,Nabukelevu,Lava dome(s),1660,Fiji,New Zealand to Fiji,Fiji Islands,-19.12,177.98,805,269,1379,4523,21730
282040,Nakanoshima,Stratovolcano(es),1914,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,29.859,129.857,979,137,170,364,14037
222040,Namarunu,Shield,-6550,Kenya,Africa and Red Sea,Africa (eastern),1.98,36.43,817,47,537,7073,186674
283141,Nantaisan,Stratovolcano,-9540,Japan,"Japan, Taiwan, Marianas",Honshu,36.765,139.491,2486,781,12768,128931,11079746
341095,Naolinco Volcanic Field,Pyroclastic cone(s),-1200,Mexico,México and Central America,Mexico,19.67,-96.75,2000,108824,108824,739767,4184323
283200,Naruko,Caldera,837,Japan,"Japan, Taiwan, Marianas",Honshu,38.729,140.734,470,54771,54771,210262,4417058
283150,Nasudake,Stratovolcano(es),1963,Japan,"Japan, Taiwan, Marianas",Honshu,37.125,139.963,1915,639,5802,298717,5725203
273082,Natib,Stratovolcano,Unknown,Philippines,Philippines and SE Asia,Luzon,14.72,120.4,1253,450,4977,1050509,25524080
353050,"Negra, Sierra",Shield,2018,Ecuador,South America,Galapagos Islands,-0.83,-91.17,1124,408,408,983,9884
344070,"Negro, Cerro",Pyroclastic cone(s),1999,Nicaragua,México and Central America,Nicaragua,12.506,-86.702,728,1690,10243,296320,3540933
344092,Nejapa-Miraflores,Fissure vent(s),1060,Nicaragua,México and Central America,Nicaragua,12.12,-86.32,360,295906,870837,1610426,3062823
213020,Nemrut Dagi,Stratovolcano,1650,Turkey,Mediterranean and Western Asia,Turkey,38.654,42.229,2948,608,7399,230531,1618263
360040,Nevis Peak,Stratovolcano,Unknown,Saint Kitts and Nevis,West Indies,West Indies,17.15,-62.58,985,5363,9541,35673,132863
322110,Newberry,Shield,690,United States,Canada and Western USA,USA (Oregon),43.722,-121.229,2434,0,0,16437,180091
259010,Newer Volcanics Province,Shield(s),-2900,Australia,Melanesia and Australia,Australia,-37.77,142.5,1011,610361,610361,610361,610361
222164,Ngozi,Caldera,1450,Tanzania,Africa and Red Sea,Africa (eastern),-8.989,33.554,2614,456466,456466,604376,2195623
283090,Niigata-Yakeyama,Lava dome,1998,Japan,"Japan, Taiwan, Marianas",Honshu,36.921,138.036,2400,73,610,226866,3920252
284020,Niijima,Lava dome(s),886,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.397,139.27,432,3060,3349,6139,1347661
283140,Nikko-Shiranesan,Shield,1952,Japan,"Japan, Taiwan, Marianas",Honshu,36.799,139.376,2578,513,2502,79844,9303980
285031,Niseko,Stratovolcano(es),-4900,Japan,"Japan, Taiwan, Marianas",Hokkaido,42.875,140.659,1308,778,9981,75171,2967982
290060,Nishihitokappuyama [Bogatyr Ridge],Stratovolcano,Unknown,Japan - administered by Russia,Kuril Islands,Kuril Islands,44.833,147.342,1634,5,130,1268,5735
212050,Nisyros,Stratovolcano,1888,Greece,Mediterranean and Western Asia,Greece,36.586,27.16,698,672,680,14285,461031
243110,Niuafo'ou,Shield,1985,Tonga,New Zealand to Fiji,Tonga Islands,-15.6,-175.63,260,118,155,155,155
283060,Norikuradake,Stratovolcano(es),-50,Japan,"Japan, Taiwan, Marianas",Honshu,36.106,137.554,3026,250,1616,109638,5057979
257081,North Vate,Stratovolcano(es),Unknown,Vanuatu,Melanesia and Australia,Vanuatu,-17.47,168.353,594,3327,6497,26614,61663
334050,Northern EPR at 9.8°N,Submarine,2006,Undersea Features,Hawaii and Pacific Ocean,Pacific Ocean (eastern),9.83,-104.3,-2500,0,0,0,0
283151,Numazawa,Shield,-3400,Japan,"Japan, Taiwan, Marianas",Honshu,37.444,139.566,835,990,4082,110303,4383246
284136,NW Eifuku,Submarine,Unknown,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.485,144.043,-1535,0,0,0,0
284211,NW Rota-1,Submarine,2010,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",14.601,144.775,-517,0,0,0,5988
222056,Nyambeni Hills,Shield,Unknown,Kenya,Africa and Red Sea,Africa (eastern),0.23,37.87,750,13389,107199,768936,2781323
223020,Nyamuragira,Shield,2020,DR Congo,Africa and Red Sea,Africa (central),-1.408,29.2,3058,3751,27027,711356,8333476
223030,Nyiragongo,Stratovolcano,2020,DR Congo,Africa and Red Sea,Africa (central),-1.52,29.25,3470,2416,31145,1006436,9087529
300650,Nylgimelkin,Shield(s),-3550,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.97,160.65,1764,0,0,26,1792
221280,O'a Caldera,Caldera,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,7.47,38.58,2075,148588,148588,477361,8808566
244010,Ofu-Olosega,Shield(s),1866,United States,New Zealand to Fiji,Samoan and Wallis Islands,-14.175,-169.618,639,220,384,1387,1387
355130,"Ojos del Salado, Nevados",Stratovolcano,750,Chile-Argentina,South America,"Northern Chile, Bolivia and Argentina",-27.109,-68.541,6879,0,11,572,10774
241050,Okataina,Lava dome(s),1981,New Zealand,New Zealand to Fiji,New Zealand,-38.12,176.5,1111,18,579,79591,362413
283003,Oki-Dogo,Shield,Unknown,Japan,"Japan, Taiwan, Marianas",Honshu,36.176,133.334,151,6391,12388,22076,691492
311290,Okmok,Shield,2008,United States,Alaska,Aleutian Islands,53.43,-168.13,1073,0,0,0,4
224030,Oku Volcanic Field,Stratovolcano,Unknown,Cameroon,Africa and Red Sea,Africa (western),6.25,10.5,3011,131944,131944,399741,3698980
222055,Ol Kokwe,Shield,Unknown,Kenya,Africa and Red Sea,Africa (eastern),0.62,36.075,1130,151,8229,115689,2700016
